id,name,price,quantity,discount
PRD-002830,Astra Portable Robot Vacuum,335.02,22,3.60%
PRD-002831,Nexus Advanced Standing Desk,856.52,213,9.60%
PRD-002832,Echo Ergonomic Drone,854.86,469,2.50%
PRD-002833,Pulse Prime Gaming Mouse,402.66,247,9.40%
PRD-002834,Omni Eco Laptop Stand,1387.67,252,1.40%
PRD-002835,Synergy Seamless Electric Toothbrush,927.49,190,10.20%
PRD-002836,Velocity Turbo Drone,824.59,461,9.80%
PRD-002837,Cipher Flex Smart Plug,792.89,341,8.20%
PRD-002838,Lumina Seamless Smart Lock,1168.76,125,2.70%
PRD-002839,Nova Ergonomic Dash Cam,412.64,481,6.10%
PRD-002840,Optima Core Robot Vacuum,82.61,302,3.60%
PRD-002841,Velocity Lite Power Bank,835.18,432,9.40%
PRD-002842,Prism Eco Power Bank,1389.51,357,6.50%
PRD-002843,Krypton Ergonomic Robot Vacuum,632.41,169,3.60%
PRD-002844,Prism Prime Security Camera,724.86,475,8.00%
PRD-002845,Summit Ultimate Mechanical Keyboard,656.81,417,5.20%
PRD-002846,Horizon Studio Smartwatch,504.67,189,1.40%
PRD-002847,Prism Studio E-Reader,1392.18,202,7.10%
PRD-002848,Blaze Ergonomic Action Camera,433.97,312,9.70%
PRD-002849,Cipher Prime Smart Lock,494.74,192,10.20%
PRD-002850,Aura Max USB-C Hub,1195.5,4,1.80%
PRD-002851,Matrix Studio USB-C Hub,1401.95,406,9.70%
PRD-002852,Echo Ultra Wireless Headphones,709.97,16,1.60%
PRD-002853,Krypton Modular Air Purifier,1001.08,44,0.50%
PRD-002854,Aero Smart External SSD,64.17,298,1.00%
PRD-002855,Vortex Precision Wireless Headphones,1233.21,98,9.50%
PRD-002856,Blaze Intelligent E-Reader,166.65,303,3.50%
PRD-002857,Pulse Intelligent Security Camera,430.95,33,5.50%
PRD-002858,Velocity Prime Smart Scale,149.59,310,2.70%
PRD-002859,Sol Ultra Robot Vacuum,1279.11,340,2.00%
PRD-002860,Vector Seamless Backpack,541.97,260,3.70%
PRD-002861,Blaze Ergonomic Action Camera,1192.61,433,3.70%
PRD-002862,Summit Advanced Action Camera,695.15,360,1.90%
PRD-002863,Titan Ultra Soundbar,1313.45,75,1.30%
PRD-002864,Fusion Elite Power Bank,1085.81,144,9.20%
PRD-002865,Summit Turbo Action Camera,1079.64,222,4.90%
PRD-002866,Aero Extreme Ergonomic Chair,1344,335,0.40%
PRD-002867,Hyper Gaming Fitness Tracker,521.55,25,0.40%
PRD-002868,Velocity Gaming Noise Canceling Earbuds,1219.89,237,7.90%
PRD-002869,Blaze Seamless Smart Plug,677.71,417,3.90%
PRD-002870,Matrix Modular Smart Plug,1437.34,384,6.80%
PRD-002871,Starlight Pro Laptop Stand,1431.7,212,1.10%
PRD-002872,Cipher Elite Gaming Mouse,1327.01,122,6.20%
PRD-002873,Optima Portable Fitness Tracker,1082.84,213,0.50%
PRD-002874,Apex Flex Coffee Maker,1068.77,409,7.40%
PRD-002875,Cipher Pro External SSD,727.29,422,11.60%
PRD-002876,Core Advanced Power Bank,502.77,337,10.30%
PRD-002877,Lumina Stealth Robot Vacuum,1335.03,302,7.30%
PRD-002878,Core Ergonomic Gaming Mouse,685.69,368,7.10%
PRD-002879,Sol Active Running Shoes,72.49,170,0.20%
PRD-002880,Pulse Studio Standing Desk,1393.99,468,10.60%
PRD-002881,Omni Smart Soundbar,339,135,3.60%
PRD-002882,Vortex Intelligent Desk Lamp,1004.63,296,3.00%
PRD-002883,Velocity Pro Thermal Mug,348.45,113,11.40%
PRD-002884,Fusion Compact Robot Vacuum,9.35,24,11.50%
PRD-002885,Lumina Active Ring Light,1410.23,8,6.00%
PRD-002886,Aero Vivid Smart Lock,996.98,254,11.90%
PRD-002887,Orbit Active Drone,435.6,59,10.30%
PRD-002888,Astra Active Electric Toothbrush,270.78,335,2.40%
PRD-002889,Matrix Max Electric Toothbrush,972.37,484,5.80%
PRD-002890,Aura Elite Portable Charger,258.51,149,8.10%
PRD-002891,Horizon Prime Water Bottle,310.91,83,4.30%
PRD-002892,Sol Wireless Ring Light,1039.18,327,0.80%
PRD-002893,Echo Speed Bluetooth Speaker,1280.42,1,11.40%
PRD-002894,Pulse Vivid Wi-Fi Router,1447.91,58,9.20%
PRD-002895,Cipher Lite Smart Scale,1150.39,399,6.40%
PRD-002896,Quantum Studio Security Camera,421.77,42,4.30%
PRD-002897,Titan HD Noise Canceling Earbuds,585.48,96,6.50%
PRD-002898,Velocity Core Smartwatch,1366.9,317,9.70%
PRD-002899,Titan Max Laptop Stand,223.83,82,6.30%
PRD-002900,Core Studio Air Purifier,50.49,436,4.70%
PRD-002901,Matrix Lite Smart Scale,1165.13,206,2.50%
PRD-002902,Core Precision Dash Cam,1161.54,382,8.40%
PRD-002903,Omni Intelligent E-Reader,838.83,234,4.60%
PRD-002904,Krypton Advanced Gaming Mouse,60.34,96,0.00%
PRD-002905,Vanguard Pro Coffee Maker,975.17,212,9.00%
PRD-002906,Apex Smart Running Shoes,133.32,431,1.20%
PRD-002907,Quantum Turbo HD Webcam,713.29,283,12.00%
PRD-002908,Cipher Lite Security Camera,1217.37,402,10.00%
PRD-002909,Summit Compact Graphics Tablet,808.39,217,3.50%
PRD-002910,Aura Ultra Graphics Tablet,999.24,70,8.40%
PRD-002911,Astra Elite Wi-Fi Router,513.86,210,11.80%
PRD-002912,Krypton Max E-Reader,466.72,153,4.90%
PRD-002913,Nova Wireless Smart Plug,282.05,47,10.40%
PRD-002914,Aura HD Bluetooth Speaker,148.15,135,9.20%
PRD-002915,Summit Ultimate Bluetooth Speaker,278.82,108,7.00%
PRD-002916,Titan Compact Mechanical Keyboard,419.1,430,9.10%
PRD-002917,Titan Seamless Drone,1403.19,445,8.30%
PRD-002918,Aero Active Graphics Tablet,156.04,206,9.00%
PRD-002919,Vortex Wireless Standing Desk,144.88,170,3.20%
PRD-002920,Zenith Elite 4K Monitor,146.9,483,7.10%
PRD-002921,Aura Ultimate Dash Cam,69.52,414,4.30%
PRD-002922,Aura Portable Laptop Stand,888.73,287,10.70%
PRD-002923,Prism Max Electric Toothbrush,257.55,332,11.00%
PRD-002924,Aura Flex Smartwatch,708.64,373,8.50%
PRD-002925,Hyper Core Smart Scale,362.44,208,0.10%
PRD-002926,Lumina Turbo Fitness Tracker,742.01,121,0.70%
PRD-002927,Orbit Precision Blender,293.54,270,3.50%
PRD-002928,Nexus Gaming Soundbar,620.84,296,3.50%
PRD-002929,Prism Precision Bluetooth Speaker,1062.11,130,7.80%
PRD-002930,Optima Pro Bluetooth Speaker,611.87,97,9.00%
PRD-002931,Nexus Turbo Noise Canceling Earbuds,1222.77,297,1.40%
PRD-002932,Prism Elite Gaming Mouse,350.89,127,8.90%
PRD-002933,Pulse Modular Robot Vacuum,204.64,111,3.30%
PRD-002934,Quantum Turbo Wireless Headphones,979.86,367,1.30%
PRD-002935,Apex Ergonomic External SSD,515.98,228,1.70%
PRD-002936,Quantum Speed Coffee Maker,491.71,210,4.50%
PRD-002937,Lumina Eco Fitness Tracker,1287.48,74,2.50%
PRD-002938,Vanguard Advanced Action Camera,737.92,485,3.30%
PRD-002939,Zenith Portable Wireless Headphones,653.33,81,0.70%
PRD-002940,Zenith Core Running Shoes,789.27,104,5.00%
PRD-002941,Sol Elite Microphone Kit,423.31,218,9.20%
PRD-002942,Vector Seamless Thermal Mug,103.54,232,4.20%
PRD-002943,Omni Eco Fitness Tracker,1034.51,141,10.10%
PRD-002944,Astra Portable Laptop Stand,723.63,224,10.90%
PRD-002945,Nova Vivid Action Camera,969.95,196,2.60%
PRD-002946,Echo Lite Wi-Fi Router,1083.53,267,3.10%
PRD-002947,Aura Portable Thermal Mug,1200.39,382,4.80%
PRD-002948,Pulse Turbo External SSD,366.38,144,3.00%
PRD-002949,Prism Vivid Drone,1284.63,294,9.60%
PRD-002950,Starlight Flex E-Reader,1466.3,1,1.80%
PRD-002951,Nova Smart Drone,633.06,174,0.00%
PRD-002952,Core Prime External SSD,1100.52,369,9.20%
PRD-002953,Velocity Extreme Wi-Fi Router,881.76,321,4.80%
PRD-002954,Vanguard Lite Blender,710.94,100,10.70%
PRD-002955,Summit Ultra Electric Toothbrush,539.17,388,2.90%
PRD-002956,Cipher Studio Desk Lamp,649.64,287,0.20%
PRD-002957,Pulse Lite VR Headset,1344.5,118,4.90%
PRD-002958,Vortex Advanced Running Shoes,622.06,378,0.90%
PRD-002959,Fusion Extreme HD Webcam,335.76,109,2.60%
PRD-002960,Aura Ultra Portable Charger,23.47,300,4.90%
PRD-002961,Lumina Flex Soundbar,1335.35,457,2.50%
PRD-002962,Cipher Compact Security Camera,183.45,412,3.00%
PRD-002963,Prism Ultra Dash Cam,1035.35,277,2.00%
PRD-002964,Apex Intelligent E-Reader,1226.69,110,9.50%
PRD-002965,Cipher Lite USB-C Hub,758.52,117,11.10%
PRD-002966,Lumina Pro Water Bottle,1046.38,478,4.30%
PRD-002967,Fusion Active Laptop Stand,46.18,49,11.80%
PRD-002968,Nova Modular Wi-Fi Router,293.65,421,1.90%
PRD-002969,Vortex Core Noise Canceling Earbuds,298.6,107,2.40%
PRD-002970,Sol Eco Mechanical Keyboard,994.51,115,7.40%
PRD-002971,Vortex Lite Ergonomic Chair,553.75,387,10.60%
PRD-002972,Aero Intelligent Water Bottle,235.96,32,10.00%
PRD-002973,Hyper Studio Blender,17.38,191,0.40%
PRD-002974,Starlight Modular Standing Desk,168.13,391,1.90%
PRD-002975,Pulse Elite Standing Desk,168,117,8.40%
PRD-002976,Hyper Portable Thermal Mug,1072.29,452,8.10%
PRD-002977,Cipher Ultimate Backpack,241.14,304,6.40%
PRD-002978,Orbit Eco Water Bottle,263.16,428,9.50%
PRD-002979,Lumina Smart Portable Charger,911.77,474,8.80%
PRD-002980,Nova Advanced Robot Vacuum,447.52,395,6.40%
PRD-002981,Titan Speed Soundbar,178.32,355,1.50%
PRD-002982,Zenith Compact Ring Light,1424.64,57,6.70%
PRD-002983,Blaze Flex Soundbar,1070.39,418,1.60%
PRD-002984,Starlight Active Desk Lamp,1199.61,123,10.90%
PRD-002985,Pulse Compact Ring Light,831.09,173,6.30%
PRD-002986,Titan Portable Portable Charger,502.11,69,9.90%
PRD-002987,Vortex Ergonomic E-Reader,1276.26,105,1.70%
PRD-002988,Omni Extreme USB-C Hub,779.81,319,5.30%
PRD-002989,Matrix Core Ring Light,125.74,389,3.90%
PRD-002990,Hyper Modular Wi-Fi Router,1489.16,172,0.40%
PRD-002991,Apex Vivid Smartwatch,1164.29,353,0.30%
PRD-002992,Nova Max Smart Plug,252.39,380,9.70%
PRD-002993,Titan Max Fitness Tracker,724.28,412,1.20%
PRD-002994,Krypton Ultra Smart Lock,44.6,76,11.90%
PRD-002995,Summit Gaming Bluetooth Speaker,1193.26,258,7.70%
PRD-002996,Sol Portable Laptop Stand,133.04,416,1.80%
PRD-002997,Vector Wireless E-Reader,786.19,393,0.90%
PRD-002998,Starlight Intelligent Microphone Kit,755.1,403,0.50%
PRD-002999,Astra Studio Gaming Mouse,763.66,239,0.30%
PRD-003000,Zenith Pro Portable Charger,1329.36,193,4.10%
PRD-003001,Cipher Max Coffee Maker,1087.5,140,6.40%
PRD-003002,Blaze Gaming VR Headset,189.67,211,1.80%
PRD-003003,Lumina Stealth Desk Lamp,1486.05,189,7.90%
PRD-003004,Krypton Wireless Laptop Stand,1178.99,192,8.80%
PRD-003005,Vortex Flex Dash Cam,85.23,106,2.90%
PRD-003006,Synergy Precision Air Purifier,1181.06,8,9.30%
PRD-003007,Starlight Elite 4K Monitor,96.69,410,0.60%
PRD-003008,Quantum Speed Robot Vacuum,383.7,270,1.50%
PRD-003009,Apex Portable Portable Charger,1443.45,329,2.10%
PRD-003010,Vector Studio Action Camera,776.39,193,8.60%
PRD-003011,Core Stealth 4K Monitor,603.15,124,1.90%
PRD-003012,Pulse Elite Robot Vacuum,930.89,151,8.70%
PRD-003013,Aero Ergonomic Graphics Tablet,242.93,124,10.60%
PRD-003014,Nexus HD Thermal Mug,649.74,53,3.70%
PRD-003015,Velocity Max Running Shoes,1310.92,420,4.70%
PRD-003016,Astra Prime Air Purifier,1419.53,191,9.10%
PRD-003017,Vortex Prime Robot Vacuum,1184.25,369,8.10%
PRD-003018,Cipher Active Noise Canceling Earbuds,444.98,491,10.40%
PRD-003019,Nova Modular USB-C Hub,707.92,157,4.90%
PRD-003020,Lumina Speed Microphone Kit,772.38,491,9.80%
PRD-003021,Nova Vivid Desk Lamp,1097.78,188,2.90%
PRD-003022,Starlight Intelligent Wi-Fi Router,501.33,497,1.60%
PRD-003023,Zenith Modular Electric Toothbrush,62.08,351,7.70%
PRD-003024,Sol Compact Ergonomic Chair,1375.22,106,11.60%
PRD-003025,Vanguard Advanced Thermal Mug,391.02,161,10.60%
PRD-003026,Quantum Gaming Desk Lamp,1211.21,412,1.20%
PRD-003027,Aura Extreme Smart Lock,685.38,238,8.70%
PRD-003028,Quantum Active Mechanical Keyboard,912.04,101,2.90%
PRD-003029,Titan Flex Fitness Tracker,741.91,68,4.90%
PRD-003030,Summit Compact Gaming Mouse,1324.27,437,0.40%
PRD-003031,Pulse Max Security Camera,1143.45,254,9.10%
PRD-003032,Summit Gaming External SSD,695.79,256,10.30%
PRD-003033,Apex Pro Noise Canceling Earbuds,317.79,13,12.00%
PRD-003034,Nova Turbo External SSD,505.87,212,1.30%
PRD-003035,Nexus Intelligent Smart Lock,788.65,6,2.90%
PRD-003036,Astra Smart Dash Cam,957.42,254,3.20%
PRD-003037,Sol Intelligent Smart Lock,184.82,371,10.90%
PRD-003038,Apex Ultimate Security Camera,1022.09,200,4.40%
PRD-003039,Vanguard Elite Mechanical Keyboard,119.91,309,0.90%
PRD-003040,Quantum Speed Thermal Mug,961.09,294,3.40%
PRD-003041,Sol Compact Desk Lamp,599.11,244,4.10%
PRD-003042,Nova Turbo HD Webcam,1136.23,208,2.30%
PRD-003043,Hyper Advanced Smart Lock,905.33,75,0.90%
PRD-003044,Fusion Portable Electric Toothbrush,510.51,39,1.10%
PRD-003045,Vortex Extreme Microphone Kit,200.29,274,4.90%
PRD-003046,Vortex Intelligent Coffee Maker,947.92,398,9.50%
PRD-003047,Prism Studio Robot Vacuum,646.42,494,9.50%
PRD-003048,Vortex Stealth External SSD,180.06,65,5.10%
PRD-003049,Nova Ultra Fitness Tracker,1312.98,28,6.20%
PRD-003050,Orbit HD Blender,600.35,311,1.10%
PRD-003051,Nova Gaming Power Bank,1029.24,37,3.80%
PRD-003052,Orbit Lite Noise Canceling Earbuds,1152.78,130,10.80%
PRD-003053,Vanguard Ultra Water Bottle,766.55,93,5.20%
PRD-003054,Aura Studio E-Reader,640.15,287,7.70%
PRD-003055,Echo Precision Ergonomic Chair,1475.97,425,3.20%
PRD-003056,Vortex Lite Action Camera,460.18,283,0.10%
PRD-003057,Fusion Vivid Fitness Tracker,517.85,121,5.70%
PRD-003058,Nexus Ergonomic Gaming Mouse,322.66,330,4.50%
PRD-003059,Quantum Ultra External SSD,1002.53,231,8.30%
PRD-003060,Nova Precision Mechanical Keyboard,764.04,289,7.00%
PRD-003061,Pulse Seamless Microphone Kit,432.92,93,11.20%
PRD-003062,Fusion Portable Soundbar,1212.13,206,9.10%
PRD-003063,Horizon Vivid Security Camera,861.63,192,10.40%
PRD-003064,Sol Intelligent Drone,964.76,388,7.20%
PRD-003065,Synergy Max Thermal Mug,447.54,274,9.40%
PRD-003066,Astra Flex VR Headset,376.8,169,6.80%
PRD-003067,Sol Pro Smart Scale,1331.67,291,7.40%
PRD-003068,Core Prime Fitness Tracker,167.87,429,9.40%
PRD-003069,Omni Wireless Power Bank,1165.74,220,4.90%
PRD-003070,Zenith Ergonomic Security Camera,1051.31,285,5.70%
PRD-003071,Blaze Flex Bluetooth Speaker,689.02,213,11.70%
PRD-003072,Nova Flex Backpack,265.82,110,3.70%
PRD-003073,Omni Stealth Smart Lock,335.26,343,8.00%
PRD-003074,Krypton Flex Action Camera,1348.38,266,1.70%
PRD-003075,Nova Intelligent Microphone Kit,1243.04,459,4.10%
PRD-003076,Horizon Ultimate Bluetooth Speaker,1472.5,461,8.30%
PRD-003077,Matrix Smart Smartwatch,826.57,434,9.40%
PRD-003078,Blaze Turbo Air Purifier,819.47,75,5.20%
PRD-003079,Lumina Max Drone,577.35,193,4.10%
PRD-003080,Pulse Intelligent Ergonomic Chair,28.3,246,9.70%
PRD-003081,Aura Modular Power Bank,1151.13,413,6.30%
PRD-003082,Cipher Vivid Bluetooth Speaker,382.37,98,9.30%
PRD-003083,Blaze Active Power Bank,365.45,407,9.30%
PRD-003084,Lumina Flex Gaming Mouse,1282.82,426,11.50%
PRD-003085,Vector Vivid Desk Lamp,7.45,341,10.20%
PRD-003086,Matrix Precision Robot Vacuum,1361.55,199,0.80%
PRD-003087,Zenith Lite Blender,758.82,38,1.00%
PRD-003088,Core Intelligent Security Camera,506.24,496,9.90%
PRD-003089,Nova Ultra 4K Monitor,566.53,28,7.30%
PRD-003090,Lumina Max Microphone Kit,947,37,10.30%
PRD-003091,Summit Ultra Running Shoes,615.23,90,10.40%
PRD-003092,Core Speed Soundbar,1424.43,328,4.90%
PRD-003093,Echo Ultra Coffee Maker,335.43,143,3.20%
PRD-003094,Optima Eco Backpack,900.65,200,1.90%
PRD-003095,Fusion Ultimate HD Webcam,1090.67,390,10.40%
PRD-003096,Nexus Precision HD Webcam,520.75,284,9.60%
PRD-003097,Optima Core Dash Cam,1384.7,472,0.60%
PRD-003098,Hyper Turbo Smart Lock,105.78,398,3.20%
PRD-003099,Blaze Stealth Ring Light,398.61,496,2.30%
PRD-003100,Core Eco Desk Lamp,139.24,67,11.50%
PRD-003101,Summit HD Laptop Stand,308.7,468,11.50%
PRD-003102,Aura Eco Ring Light,1391.18,237,0.10%
PRD-003103,Hyper Modular External SSD,123.41,83,0.00%
PRD-003104,Quantum Compact Water Bottle,361.52,262,11.80%
PRD-003105,Summit Elite Running Shoes,746.64,293,11.70%
PRD-003106,Astra Lite Fitness Tracker,332.06,38,10.70%
PRD-003107,Sol Wireless Portable Charger,891.27,371,11.50%
PRD-003108,Summit Ultra Power Bank,1296.99,150,6.10%
PRD-003109,Aura Ergonomic Wi-Fi Router,431.42,27,2.80%
PRD-003110,Orbit Modular Portable Charger,1249,203,5.60%
PRD-003111,Aura Elite Running Shoes,1112.92,255,8.00%
PRD-003112,Hyper Prime 4K Monitor,26.93,82,7.70%
PRD-003113,Optima Ultimate Soundbar,807.14,93,1.20%
PRD-003114,Core Portable Thermal Mug,1396.28,214,2.10%
PRD-003115,Cipher Core E-Reader,1177.88,351,7.30%
PRD-003116,Omni Vivid Water Bottle,1300.67,118,10.50%
PRD-003117,Prism Ultimate Bluetooth Speaker,1273.02,90,6.50%
PRD-003118,Summit Ergonomic Smartwatch,511.67,293,9.00%
PRD-003119,Nova Studio Soundbar,819.62,325,5.10%
PRD-003120,Quantum Eco Dash Cam,1051.96,206,10.30%
PRD-003121,Optima Compact Robot Vacuum,780.3,413,1.80%
PRD-003122,Apex HD Wireless Headphones,567.91,73,1.00%
PRD-003123,Hyper Prime Desk Lamp,945.98,167,8.10%
PRD-003124,Titan Gaming Coffee Maker,28.15,171,6.50%
PRD-003125,Fusion Lite Portable Charger,610.96,76,8.80%
PRD-003126,Starlight Max VR Headset,213.27,290,4.80%
PRD-003127,Synergy Vivid Smart Lock,1432.6,285,7.10%
PRD-003128,Lumina Compact Water Bottle,937.4,277,3.50%
PRD-003129,Nova Prime HD Webcam,1338.9,19,10.20%
PRD-003130,Vortex Precision Desk Lamp,995.49,277,5.20%
PRD-003131,Velocity Stealth Microphone Kit,974.66,152,10.60%
PRD-003132,Cipher Speed Security Camera,771.23,322,0.80%
PRD-003133,Titan Wireless Air Purifier,681.07,279,6.10%
PRD-003134,Vortex Extreme Backpack,142.94,472,2.10%
PRD-003135,Blaze Eco Blender,719.53,276,9.20%
PRD-003136,Starlight Pro Security Camera,681.29,194,9.40%
PRD-003137,Pulse Core Running Shoes,745.37,272,5.90%
PRD-003138,Echo Speed Security Camera,864.43,223,6.10%
PRD-003139,Echo Intelligent HD Webcam,484.24,295,2.40%
PRD-003140,Vortex Seamless Ring Light,481.46,268,0.00%
PRD-003141,Starlight Modular Action Camera,556.8,356,3.20%
PRD-003142,Nova Modular Coffee Maker,1134.81,199,4.60%
PRD-003143,Cipher Modular Running Shoes,856.37,15,8.10%
PRD-003144,Hyper Portable Ring Light,268.8,382,4.10%
PRD-003145,Krypton Portable Portable Charger,278.73,268,4.70%
PRD-003146,Blaze Advanced HD Webcam,533.4,417,7.30%
PRD-003147,Starlight Flex Action Camera,953.11,68,8.20%
PRD-003148,Lumina Seamless Robot Vacuum,1246.47,113,10.40%
PRD-003149,Core Active VR Headset,1402.19,174,4.90%
PRD-003150,Velocity Max Smart Plug,284.77,389,4.10%
PRD-003151,Vector Prime Electric Toothbrush,587.27,495,6.90%
PRD-003152,Blaze Turbo Desk Lamp,1303.28,113,4.10%
PRD-003153,Krypton Lite Desk Lamp,1291.5,481,6.10%
PRD-003154,Blaze HD Coffee Maker,44.32,330,5.90%
PRD-003155,Velocity Gaming Drone,490.61,312,3.80%
PRD-003156,Optima Vivid Microphone Kit,1238.33,114,0.10%
PRD-003157,Aero Flex Security Camera,185.24,345,10.70%
PRD-003158,Pulse Intelligent Bluetooth Speaker,1371.33,306,5.80%
PRD-003159,Zenith Advanced Thermal Mug,1250.53,170,7.00%
PRD-003160,Lumina Seamless Gaming Mouse,134.49,186,2.50%
PRD-003161,Aero Max Smart Plug,444.7,55,3.90%
PRD-003162,Summit Advanced External SSD,329.58,88,4.40%
PRD-003163,Orbit Intelligent Standing Desk,716.92,433,11.40%
PRD-003164,Aura Compact Water Bottle,674.3,162,0.50%
PRD-003165,Lumina Speed Power Bank,1047.5,329,9.60%
PRD-003166,Sol Vivid USB-C Hub,58.57,181,2.10%
PRD-003167,Astra Precision Thermal Mug,1422.26,62,8.40%
PRD-003168,Vector Active Mechanical Keyboard,909.97,427,1.60%
PRD-003169,Vector Pro Wi-Fi Router,545.3,120,10.10%
PRD-003170,Vanguard Gaming Laptop Stand,1335.93,478,4.00%
PRD-003171,Matrix Ergonomic Mechanical Keyboard,1433.58,442,9.30%
PRD-003172,Horizon Seamless Backpack,811.13,143,3.60%
PRD-003173,Hyper Elite E-Reader,1060.91,261,4.00%
PRD-003174,Lumina Active Electric Toothbrush,1100.92,216,11.60%
PRD-003175,Summit Seamless Security Camera,436.31,257,1.50%
PRD-003176,Quantum Max Water Bottle,1478.16,13,1.60%
PRD-003177,Apex Ultimate Gaming Mouse,70.05,410,3.70%
PRD-003178,Omni Turbo Desk Lamp,114.68,121,1.60%
PRD-003179,Quantum Seamless Smart Plug,1303.51,35,2.50%
PRD-003180,Summit Smart Dash Cam,56.47,104,7.60%
PRD-003181,Matrix Active Noise Canceling Earbuds,1024.89,145,3.60%
PRD-003182,Astra Gaming Soundbar,932.21,366,5.90%
PRD-003183,Optima Speed Desk Lamp,638.06,460,7.60%
PRD-003184,Fusion Core Microphone Kit,966.85,76,9.00%
PRD-003185,Nexus HD Smart Scale,1477.27,360,2.00%
PRD-003186,Krypton Wireless Ergonomic Chair,1424.85,35,6.30%
PRD-003187,Starlight Extreme Ring Light,1212.74,54,8.80%
PRD-003188,Core Intelligent 4K Monitor,194.68,310,1.70%
PRD-003189,Apex Flex Graphics Tablet,938.35,30,4.50%
PRD-003190,Apex Ultimate USB-C Hub,782.26,212,3.10%
PRD-003191,Hyper Advanced Drone,697.99,12,6.40%
PRD-003192,Vector Gaming Thermal Mug,1061,340,5.50%
PRD-003193,Starlight Ultimate Air Purifier,723.23,164,3.10%
PRD-003194,Krypton Active Wi-Fi Router,728.84,194,1.90%
PRD-003195,Vortex Smart Power Bank,930.2,261,9.80%
PRD-003196,Synergy Gaming Drone,366.18,52,4.70%
PRD-003197,Starlight Extreme Backpack,1440.75,330,5.60%
PRD-003198,Pulse Eco Ergonomic Chair,302.28,403,8.60%
PRD-003199,Orbit Turbo Soundbar,1450.12,489,10.10%
PRD-003200,Nova Smart Noise Canceling Earbuds,263.77,295,11.50%
PRD-003201,Orbit Core Standing Desk,1323.04,489,1.20%
PRD-003202,Matrix Seamless Smart Plug,987.92,299,0.90%
PRD-003203,Aero Compact Drone,828.67,121,10.80%
PRD-003204,Summit Flex Coffee Maker,1055.48,125,9.50%
PRD-003205,Orbit Smart Drone,1409.9,136,5.00%
PRD-003206,Optima Core Running Shoes,1107.24,451,5.90%
PRD-003207,Hyper Seamless Robot Vacuum,439.02,482,0.20%
PRD-003208,Cipher Portable Portable Charger,868.94,487,9.30%
PRD-003209,Quantum Prime Backpack,907.78,434,10.30%
PRD-003210,Fusion Pro Noise Canceling Earbuds,859.13,225,0.80%
PRD-003211,Zenith Smart Action Camera,1002.07,305,5.60%
PRD-003212,Optima Core Bluetooth Speaker,326.06,362,10.70%
PRD-003213,Summit Elite Soundbar,1427.14,484,11.00%
PRD-003214,Prism Elite Power Bank,47.94,345,9.00%
PRD-003215,Aura Elite Coffee Maker,599.3,404,8.70%
PRD-003216,Zenith Active Fitness Tracker,264.85,452,0.50%
PRD-003217,Optima Precision Running Shoes,780.81,259,10.40%
PRD-003218,Fusion HD Ergonomic Chair,1041.81,369,8.50%
PRD-003219,Krypton Modular Smart Scale,539.89,121,7.60%
PRD-003220,Blaze Ultra Gaming Mouse,307.77,142,11.70%
PRD-003221,Prism Gaming USB-C Hub,1223.11,437,9.50%
PRD-003222,Summit Lite Running Shoes,105.2,427,10.50%
PRD-003223,Orbit Speed VR Headset,1348.41,444,1.10%
PRD-003224,Echo Flex VR Headset,256.21,474,8.80%
PRD-003225,Vanguard Modular Smartwatch,144.15,101,5.70%
PRD-003226,Core Ultra Security Camera,1235.92,466,0.10%
PRD-003227,Horizon Studio USB-C Hub,320.35,303,6.00%
PRD-003228,Quantum Elite Robot Vacuum,78.32,77,8.80%
PRD-003229,Quantum Advanced Laptop Stand,182.4,351,11.10%
PRD-003230,Synergy Ergonomic Running Shoes,1130.46,71,0.60%
PRD-003231,Titan Lite Bluetooth Speaker,577.57,53,1.60%
PRD-003232,Starlight Ultra Bluetooth Speaker,928.55,16,5.40%
PRD-003233,Cipher Modular Thermal Mug,1141.36,477,3.00%
PRD-003234,Orbit Ultra Microphone Kit,860.38,220,4.60%
PRD-003235,Orbit Active Wireless Headphones,992.53,233,7.80%
PRD-003236,Aero Vivid Thermal Mug,160.81,391,9.40%
PRD-003237,Starlight Lite USB-C Hub,430.96,404,6.70%
PRD-003238,Blaze Flex Thermal Mug,216.06,172,10.30%
PRD-003239,Summit Elite Power Bank,896.9,192,1.50%
PRD-003240,Core Extreme Coffee Maker,1491.87,179,8.70%
PRD-003241,Pulse Seamless Wireless Headphones,1209.2,109,8.60%
PRD-003242,Vanguard Elite Soundbar,747.85,8,9.30%
PRD-003243,Omni Eco Bluetooth Speaker,217.96,97,5.10%
PRD-003244,Vanguard Active Smart Plug,812.21,198,3.70%
PRD-003245,Nexus Advanced Smartwatch,393.47,38,10.70%
PRD-003246,Echo Pro Power Bank,1485.2,476,0.60%
PRD-003247,Quantum HD Security Camera,247.95,118,6.70%
PRD-003248,Lumina Ultra Laptop Stand,901,31,5.30%
PRD-003249,Titan Ergonomic Water Bottle,1293.76,11,4.90%
PRD-003250,Nexus Elite Microphone Kit,799.37,483,10.80%
PRD-003251,Cipher Smart Portable Charger,1429.64,81,9.90%
PRD-003252,Apex Compact Microphone Kit,54.37,30,1.50%
PRD-003253,Krypton Ultimate Robot Vacuum,1435.13,288,11.00%
PRD-003254,Fusion HD Water Bottle,1340.2,157,7.50%
PRD-003255,Krypton Eco Soundbar,1017.53,178,4.50%
